"GEOID","NHPD Property ID","PropertyStatus","Property Name","Property Address","City","State","Zip","Active Subsidies","TargetTenantType","Occupancy Rate","0-1 BedroomUnits","TwoBedroomUnits","ThreePlusBedroomUnits","Percent of ELI Households","HUD Property ID","FairMarketRent_2BR","Owner Type","EarliestStartDate","Total Units","Section 8 Housing Units","Supportive Housing Elderly","FHA Loan Units","FHA Loan Sub_Program Units","Low Income Housing Tax Credit","Low Income Housing Tax Credit sub-program","HOME Grants","Rural Rental Housing"
13151070304,1038622,Active,GRIER SENIOR MANOR FKA TIMBERCHASE APARTMENTS,"391 Old Griffin Rd",McDonough,GA,"30253-6779",3,Elderly or disabled,,32,32,0,,,1400,Non-Profit,"1/1/2003",64,,,,,,51,51,
13151070304,1038465,Active,GREYSTONE APARTMENTS OF MCDONOUGH,"100 Greystone Dr",McDonough,GA,"30252-8615",1,,,,,,,,1400,For Profit,"1/1/2000",56,,,,,56,,,
13151070304,1039321,Active,EASTSIDE HOMES,"12 Hooten St",McDonough,GA,"30253-3308",1,,100,,,,77,,1400,Public Entity,"2/28/1960",118,,,,,,,,
13151070311,1105150,Active,SABLE CHASE,"102 Sable Chase Blvd",McDonough,GA,"30253-3456",3,,,0,0,0,,,1130,,"1/1/1994",225,,,,,96,71,,
13151070311,1039075,Active,HERITAGE AT MCDONOUGH,"180 Bridges Rd",McDonough,GA,"30253",1,,,,,,,,1130,For Profit,"1/1/2011",105,,,,,105,,,
13151070311,1115475,Active,BROOKSHIRE APARTMENTS,"23 Brookshire Cir",McDonough,GA,"30253-6581",1,Family,,16,30,,,,1130,Limited Profit,"11/1/1989",46,,,,,,,,
13151070404,1039063,Active,SHOAL CREEK APTS/PACES NEW CONSTR,"500 Dewy Rose Ln",Locust Grove,GA,"30248",1,,,,,,,,1190,For Profit,"1/1/2011",29,,,,,17,,,
13151070404,1039408,Active,SHOAL CREEK MANOR APARTMENTS,"120 L G Griffin Rd",Locust Grove,GA,"30248",1,,,,,,,,1190,,"6/13/2012",17,,,,,,,17,
13151070501,1104157,Active,HAMPTON COURT,INTERSECTION OF SHAMPTON & HAMPTON LOCUS GROVE RD,HAMPTON,GA,"30228",1,,,0,60,0,,,1180,,"1/1/2014",60,,,,,,,,
13151070501,1038372,Active,PROJECT UNNAMED,"20 College St",Hampton,GA,"30228-2166",1,,100,,,,72,,1180,Public Entity,"8/31/1953",25,,,,,,,,
13217100100,1039143,Active,CARRINGTON PLACE,"11980 HWY 142",Oxford,GA,"30054",1,Family,,,19,21,,,1020,,"1/1/2002",40,,,,,40,,,
13217100201,1038188,Active,MEADOWBROOK APARTMENTS,"460 Highway 142",Covington,GA,"30014-8905",1,,,,,,,,950,For Profit,"1/1/1991",4,,,,,4,,,
13217100300,1000384,Active,TFH CONSOLIDATED                                  ,"5160 Alcovy Rd NE",Covington,GA,"30014-1358",2,,98,52,48,80,68,800242760,950,Non-Profit,"12/1/2015",180,100,,,,,,,
13217100300,1038853,Active,MEADORS/STRONG ST REHAB,STRONG ST,COVINGTON HWY,GA,"30209",1,,,,,,,,950,For Profit,"1/1/1991",18,,,,,18,,,
13217100300,1038626,Active,WELLINGTON RIDGE,"9145 Wellington Dr",Covington,GA,"30014-8712",2,,,70,122,28,,,950,For Profit,"1/1/2003",220,,,220,,220,,,
13217100501,1038507,Active,ORCHARD COVE,"30 Grosslake Pkwy",Covington,GA,"30016-1253",1,,,44,116,40,,,1220,For Profit,"1/1/2001",188,,,,,134,,,
13217100502,1038722,Active,ARBOR LAKE- MAGNOLIA ARBOR,"431 Kirkland Rd",Covington,GA,"30016-6840",2,,,28,132,40,,,1220,For Profit,"1/1/2002",250,,,,,0,0,,
13217100700,1037831,Active,COVINGTON SQUARE,"2101 Washington St SW",Covington,GA,"30014-2321",2,Elderly,100,113,0,0,72,800004706,950,Non-profit,"7/10/1986",114,113,113,,,,,,
13217100700,1038505,Active,MAGNOLIA HEIGHTS APARTMENTS,"10156 Magnolia Heights Cir",Covington,GA,"30014-4106",2,Family,,24,100,16,,800242873,950,For Profit,"1/1/2001",200,,,200,,140,,,
13217100700,1039029,Active,HARRISTOWN PARK,"2135 Reynolds St SW",Covington,GA,"30014",1,,,,,,,,950,For Profit,"1/1/2011",60,,,,,60,,,
13217100700,1039031,Active,THE VILLAGE AT WALKERS BEND,"5978 Everett St SW",Covington,GA,"30014",1,,,,,,,,950,For Profit,"1/1/2012",32,,,,,32,,,
13217100700,1127406,Active,,"6151 Avery St SW",Covington,GA,"30014-7220",1,,,,,,,,950,,"12/16/2016",28,,,,,,,28,
13223120103,1039276,Active,PAULDING LN HMS/S STREET,"100 Sawmill Path",Dallas,GA,"30132",1,,96,,,,68,,990,Public Entity,"8/31/1958",156,,,,,,,,
13223120301,1106352,Active,MERCHANT'S COURT,"1068 Merchants Dr",Dallas,GA,"30132-2966",1,,,,,,,,990,,"1/1/2000",192,,,,,,,,
13223120302,1018484,Active,DALLAS MANOR                                      ,"350A E Paulding Dr",Dallas,GA,"30157",1,Family,98,0,40,0,81,800004709,1210,Profit Motivated,"5/9/2012",40,40,,,,,,,
13223120302,1038339,Active,CREEKSTONE APARTMENT I,"1300 Merchants Dr",Dallas,GA,"30132-5032",1,,,0,0,0,,,1210,Non-Profit,"1/1/1995",40,,,,,0,,,
13223120302,1038147,Active,CREEKSTONE/PHASE II,"1390 Merchants Dr",Dallas,GA,"30132",2,,,16,4,20,,,1210,For Profit,"1/1/1999",68,,,,,68,,68,
13223120302,1038724,Active,MAGNOLIA CRESTE APARTMENTS,"201 Butler Industrial Dr",Dallas,GA,"30132-0937",2,Family,,,,,,800238974,1210,For Profit,"1/1/2001",176,,,176,,176,,,
13223120302,1038726,Active,CAMPBELL CREEK,"351 W Memorial Dr",Dallas,GA,"30132-4100",1,,,,,,,,1210,For Profit,"1/1/2007",80,,,,,64,,,
13223120603,1002324,Active,THE LEGACY AT WALTON MILL,"5606 Wendy Bagwell Pkwy",Hiram,GA,"30141-7821",2,,,40,65,,,800239262,1300,,"1/1/2015",105,,,105,,105,,,
13247060304,1039327,Active,SCATTERED SITES,"1214 Allen Cir SW",Conyers,GA,"30012-5106",1,,67,,,,65,,1120,Public Entity,"12/31/1960",106,,,,,,,,
13247060308,1038031,Active,TOWNE POINTE/LEXINGTON VILLAGE,"1043 Pine Log Rd NE",Conyers,GA,"30012-4755",3,Family,98,5,42,12,54,800004833,950,Profit Motivated,"1/1/2002",108,59,,108,,,,,
13247060308,1038286,Active,BRANDON GLEN APARTMENTS,"1500 Brandon Glen Way NE",Conyers,GA,"30012-3885",1,,,,,,,,950,For Profit,"1/1/1995",180,,,,,180,,,
13247060309,1039325,Active,SCATTERED SITES,"1240 Summer Cir NW",Conyers,GA,"30012-4335",1,,77,,,,72,,950,Public Entity,"12/31/1960",183,,,,,,,,
13255160300,1038317,Active,FAIRMONT HOMES,"220 Blanton Ave",Griffin,GA,"30223-3179",1,,63,,,,71,,840,Public Entity,"9/30/1952",78,,,,,,,,
13255160400,1037844,Active,NORTHSIDE HILLS APARTMENTS,"615 Northside Dr",Griffin,GA,"30223-1404",1,Family,97,48,108,108,92,800004975,840,Profit Motivated,"2/1/1971",264,264,,,,,,,
13255160400,1038537,Active,ST PHILLIPS VILLAS,"829 N Hill St",Griffin,GA,"30223-1948",2,,,12,36,12,,,840,For Profit,"1/1/2002",60,,,,,0,0,,
13255160500,1038869,Active,GLENCOE TRACE APARTMENTS,"1624 Hallmark Dr",Griffin,GA,"30223-8762",2,,,,,,,,840,,"1/1/2000",72,,,,,72,,72,
13255160700,1038099,Active,REGENCY APARTMENTS,"1100 W College Ext",Griffin,GA,"30224-4058",1,Family,95,16,48,16,92,800004930,940,Profit Motivated,"10/1/1974",80,80,,,,,,,
13255160700,1039147,Active,MERIWETHER HOMES,"426 S 15th St",Griffin,GA,"30224-6831",3,,94,,24,18,63,800241258,940,Profit Motivated,"11/1/2014",84,42,,,,,,84,
13255160700,1038357,Active,PINE HILL APARTMENTS,"600 S Pine Hill Rd",Griffin,GA,"30224-8325",1,,,,,127,,,940,Multiple,"1/1/1994",128,,,,,127,,,
13255160700,1037957,Active,POPLAR GROVE,"617 Meriwether St",Griffin,GA,"30224-4138",1,,,16,20,,,,940,For Profit,"1/1/2005",36,,,,,28,,,
13255160700,1130698,Active,MISSING,"400 S 15TH ST",GRIFFIN,GA,"30224",1,Eldery or Disabled,,,,,,,940,Public Entity,,43,,,,,,,,
13255160700,1118909,Active,PIEDMONT RIDGE APARTMENTS PHASE II,"32 County Farm Rd",Williamson,GA,"30292-6704",1,Family,,8,16,,,,940,Limited Profit,"10/19/1990",24,,,,,,,,7
13255160800,1037826,Active,ST GEORGE'S COURT,"110 N 10th St",Griffin,GA,"30223-2802",2,Elderly,99,95,5,0,65,800004978,840,Non-Profit,"10/24/1984",100,100,,100,,,,,
13255161200,1038013,Active,HERITAGE APARTMENTS,"1012 Beck St",Griffin,GA,"30224-8890",2,Family,98,,67,46,85,800004792,940,Profit Motivated,"12/1/2014",120,113,,120,,,,,
13255161200,1018497,Active,OAKS AT PARK POINTE,"420 Park Rd",Griffin,GA,"30224-4259",2,,,0,11,0,,800243791,940,Profit Motivated,"1/1/2015",84,11,,,,0,,,
13255161200,1038102,Active,MARIAN POINT F/N/A POPLAR POINT,"416 W Poplar St",Griffin,GA,"30224-2814",3,,,12,12,0,,,940,For Profit,"1/1/2004",24,,,,,19,19,19,
13255161200,1038319,Active,NINE OAKS APARTMENTS,"502 Nine Oaks Dr",Griffin,GA,"30224-4198",1,,,,,,,,940,Public Entity,"8/31/1983",50,,,,,,,,
13297110300,1037916,Active,CAMPTOWNE GARDENS APARTMENTS,"334 Towler St",Monroe,GA,"30655-2855",1,Family,95,24,10,16,82,800004659,850,Profit Motivated,"1/1/2014",50,50,,,,,,,
13297110300,1037839,Active,WALTON VILLAGE,"210 Baker St",Monroe,GA,"30655-3006",1,,99,48,0,0,67,800005044,850,Profit Motivated,"12/14/2014",48,48,,,,,,,
13297110300,1038342,Active,GEORGE WALTON HOMES,"43 Carver Dr",MONROE,GA,"30655",1,,97,,,,79,,850,Public Entity,,182,,,,,,,,
13297110300,1039166,Active,MAGNOLIA TERRACE,"809 Stowers Dr",Monroe,GA,"30655-2446",1,,100,,,,69,,850,Public Entity,"11/30/1959",200,,,,,,,,
13297110400,1038926,Active,ASHTON POINTE,"429 Plaza Dr",Monroe,GA,"30655-3132",1,,,10,19,19,,,950,For Profit,"1/1/1997",48,,,,,48,,,
13297110400,1038208,Active,SKYLINE TRACE,"600 Ridge Rd",Monroe,GA,"30655-1988",2,FAMILY,,8,32,24,,,950,For Profit,"11/16/2009",64,,,,,64,,,
13297110400,1114550,Active,HIGHLAND VILLAGE APARTMENTS,"510 Plaza Trce",Monroe,GA,"30655-3103",2,Elderly,,52,3,0,,,950,Limited Profit,"10/11/1989",55,,,,,0,,,51
13297110400,1120443,Active,COUNTRY GROVE APARTMENTS,"684 Plaza Trce",Monroe,GA,"30655-3100",1,Family,,16,32,0,,,950,Limited Profit,"1/1/1989",48,,,,,,,,47
13297110400,1116823,Active,PINE RIDGE APARTMENTS,"792 Ridge Rd Ste A",Monroe,GA,"30655-3192",1,Family,,16,34,,,,950,Limited Profit,"7/2/1981",50,,,,,,,,48
13297110400,1118145,Active,WEST MONROE VILLAS,"789 Ridge Rd",Monroe,GA,"30655-1771",1,Family,,8,16,,,,950,Limited Profit,"11/7/1986",24,,,,,,,,24
13297110504,1119044,Active,THE MEADOWS,"249 Meadows Dr",Loganville,GA,"30052-2624",1,Family,,16,24,,,,1240,Limited Profit,"2/5/1985",40,,,,,,,,
13297110504,1038392,Active,JOHN B WILSON HOMES,"101 Winston Byrd Ln",Loganville,GA,"30052-2677",1,,100,,,,60,,1240,Public Entity,"7/31/1958",20,,,,,,,,
13297110507,1038890,Active,ALEXANDER CROSSING,"479 Tommy Lee Fuller Dr",Loganville,GA,"30052",1,,,,,,,,1240,For Profit,"1/1/2002",168,,,,,168,,,
13297110800,1116074,Active,SOUTH WALTON VILLAS,"500 Spring St SE",Social Circle,GA,"30025-3037",1,Family,,8,16,,,,960,Limited Profit,"4/8/1986",24,,,,,,,,
13297110800,1039274,Active,WALTON COURT,"723 Walton Ct",Social Circle,GA,"30025-3150",1,,99,,,,80,,960,Public Entity,"5/31/1958",70,,,,,,,,
13121003700,1038534,Active,VERANDA AT SCHOLARS LANDING,"130 Lawshe St SW",Atlanta,GA,"30314-4209",2,Family,,90,10,0,,800233764,949,,"1/1/2013",100,,,100,,100,,,
13121003700,1102154,Active,Oasis at Scholars Landing,"134 John Hope Dr SW",Atlanta,GA,"30314-4232",2,Senior ,,0,0,0,,,949,,"1/1/2014",60,,,,,,60,,
